E1,econ_avg_nodmn,econ_avg,econ_avg_dmn,type
-1.66315017219973,0.0144756881260218,0.0144756881260218,0,1
-1.66315017219973,0.0164522180108234,0.0164522180108234,0,1
-1.66315017219973,0.01780055019449,0.01780055019449,0,1
-1.66315017219973,0.0188535472178622,0.0188535472178622,0,1
-1.66315017219973,0.0162769051153306,0.0162769051153306,0,1
-1.66315017219973,0.0195512985624879,0.0195512985624879,0,1
-2.93627144007302,0.0222157322968831,0.0222157322968831,0,1
-2.93627144007302,0.0218566844037392,0.0218566844037392,0,1
-2.93627144007302,0.0196929582551653,0.0196929582551653,0,1
-2.93627144007302,0.0244219014010583,0.0244219014010583,0,1
-2.93627144007302,0.0224586658053638,0.0224586658053638,0,1
-2.93627144007302,0.0219835288871814,0.0219835288871814,0,1
-2.40594013755011,0.0189670255794199,0.0189670255794199,0,1
-2.40594013755011,0.0188389089147227,0.0188389089147227,0,1
-2.40594013755011,0.0172821433631581,0.0172821433631581,0,1
-2.40594013755011,0.0123337449008956,0.0123337449008956,0,1
-2.40594013755011,0.0101600384568619,0.0101600384568619,0,1
-2.40594013755011,0.00841859173838261,0.00841859173838261,0,1
-3.13867765092924,0.0102552711125828,0.0102552711125828,0,1
-3.13867765092924,0.0106884703735644,0.0106884703735644,0,1
-3.13867765092924,0.00872650430204873,0.00872650430204873,0,1
-3.13867765092924,0.0113520011218813,0.0113520011218813,0,1
-3.13867765092924,0.00837085263304545,0.00837085263304545,0,1
-3.13867765092924,0.00940600070942002,0.00940600070942002,0,1
-0.295378827334447,0.0121338005949749,0.0121338005949749,0,1
-0.295378827334447,0.00797462503552051,0.00797462503552051,0,1
-0.295378827334447,0.0104907595822142,0.0104907595822142,0,1
-0.295378827334447,0.00868204007742653,0.00868204007742653,0,1
-0.295378827334447,0.00841206165581027,0.00841206165581027,0,1
-0.295378827334447,0.00913793949875197,0.00913793949875197,0,1
-3.09452574698555,0.0101317608336229,0.0101317608336229,0,1
-3.09452574698555,0.0106707946742535,0.0106707946742535,0,1
-3.09452574698555,0.00858312359118715,0.00858312359118715,0,1
-3.09452574698555,0.00942159300048141,0.00942159300048141,0,1
-3.09452574698555,0.0116233425667625,0.0116233425667625,0,1
-3.09452574698555,0.0107667834965095,0.0107667834965095,0,1
-2.48151580398406,0.010641145939328,0.010641145939328,0,1
-2.48151580398406,0.00947181820507465,0.00947181820507465,0,1
-2.48151580398406,0.0100532211373307,0.0100532211373307,0,1
-2.48151580398406,0.0520081382709441,0.0520081382709441,0,1
-2.48151580398406,0.0427856873731227,0.0427856873731227,0,1
-2.48151580398406,0.0320760225424661,0.0320760225424661,0,1
-2.31046852939234,0.0250576150201439,0.0250576150201439,0,1
-2.31046852939234,0.0271705191646647,0.0271705191646647,0,1
-2.31046852939234,0.0223552029980133,0.0223552029980133,0,1
-2.31046852939234,0.0177231584084813,0.0177231584084813,0,1
-2.31046852939234,0.0150326493114638,0.0150326493114638,0,1
-2.31046852939234,0.0210266830589423,0.0210266830589423,0,1
-2.06188242978134,0.0191382011801,0.0191382011801,0,1
-2.06188242978134,0.0236489805676201,0.0236489805676201,0,1
-2.06188242978134,0.0245716896821138,0.0245716896821138,0,1
-2.06188242978134,0.0219190295000249,0.0219190295000249,0,1
-2.06188242978134,0.0202171310124576,0.0202171310124576,0,1
-2.06188242978134,0.0197623501555996,0.0197623501555996,0,1
-0.758069620777463,0.0126662879330191,0.0126662879330191,0,1
-0.758069620777463,0.0144452106680346,0.0144452106680346,0,1
-0.758069620777463,0.0127159431703738,0.0127159431703738,0,1
-0.758069620777463,0.0165353761687379,0.0165353761687379,0,1
-0.758069620777463,0.0178505108409413,0.0178505108409413,0,1
-0.758069620777463,0.0236409136885314,0.0236409136885314,0,1
-4.00842649933199,0.0189590037465815,0.0189590037465815,0,1
-4.00842649933199,0.0246456665373317,0.0246456665373317,0,1
-4.00842649933199,0.0122980595307119,0.0122980595307119,0,1
-4.00842649933199,0.0106188129354811,0.0106188129354811,0,1
-4.00842649933199,0.0110094260772078,0.0110094260772078,0,1
-4.00842649933199,0.012128873297814,0.012128873297814,0,1
-0.936943972223046,0.0103917600143549,0.0103917600143549,0,1
-0.936943972223046,0.00834432231134428,0.00834432231134428,0,1
-0.936943972223046,0.0103756917647214,0.0103756917647214,0,1
-0.936943972223046,0.00948108589590112,0.00948108589590112,0,1
-0.936943972223046,0.00865020784709079,0.00865020784709079,0,1
-0.936943972223046,0.0125480850831715,0.0125480850831715,0,1
-3.62849385557161,0.00902218641888828,0.00902218641888828,0,1
-3.62849385557161,0.00949565761896871,0.00949565761896871,0,1
-3.62849385557161,0.00998630362482208,0.00998630362482208,0,1
-3.62849385557161,0.0113333566546779,0.0113333566546779,0,1
-3.62849385557161,0.0102236757827806,0.0102236757827806,0,1
-3.62849385557161,0.0123801270081069,0.0123801270081069,0,1
-3.53304184564194,0.0119597781759459,0.0119597781759459,0,1
-3.53304184564194,0.0436727947794631,0.0436727947794631,0,1
-3.53304184564194,0.0302589641692674,0.0302589641692674,0,1
-3.53304184564194,0.0301935060245874,0.0301935060245874,0,1
-3.53304184564194,0.0267688577035302,0.0267688577035302,0,1
-3.53304184564194,0.0266441528749769,0.0266441528749769,0,1
-2.39721740625569,0.0206157283320133,0.0206157283320133,0,1
-2.39721740625569,0.0274853428363444,0.0274853428363444,0,1
-2.39721740625569,0.0129450405114448,0.0146995659199257,0.0220936372842383,2
-2.39721740625569,0.0150447267594772,0.0180063823440584,0.0304876451647934,2
-2.39721740625569,0.0169160862883111,0.0190140167211281,0.0278552949737142,2
-2.39721740625569,0.0153182820830816,0.0182312882334708,0.0305075284386825,2
2.18422073988212,0.0139967084418122,0.0162426316913164,0.0257075939570841,2
2.18422073988212,0.0198714855646873,0.0223066020834638,0.0325688788411649,2
2.18422073988212,0.0182071550429401,0.020849409785109,0.0319846261985353,2
2.18422073988212,0.0214318219621763,0.0230812514521348,0.0300324185883886,2
2.18422073988212,0.0216517632379535,0.0221702175038643,0.0243551319102028,2
2.18422073988212,0.0219082606919691,0.0224598912633547,0.0247846200999084,2
1.81907102518651,0.0207830014742694,0.0203456872062302,0.0185027199337795,2
1.81907102518651,0.0220955625404842,0.0218683835279539,0.0209109862608622,2
1.81907102518651,0.0204543966367274,0.0209869229866862,0.0232311411757987,2
1.81907102518651,0.0219625348755399,0.0210818052372799,0.0173701589046123,2
1.81907102518651,0.0208008257935442,0.0201893231481517,0.0176122762854263,2
1.81907102518651,0.0124911695001951,0.0136548998180295,0.0185591918717605,2
1.77025110262605,0.0122006100969087,0.0130460255436531,0.0166088477835046,2
1.77025110262605,0.0103337815726599,0.0101742509373188,0.00950194325981018,2
1.77025110262605,0.0109307887398395,0.0117358793967995,0.0151287614511312,2
1.77025110262605,0.012020840507282,0.0133161666390181,0.0187750410513346,2
1.77025110262605,0.0115170077384677,0.0119463049123768,0.0137554858595652,2
1.77025110262605,0.0140064101720975,0.0139705835910702,0.0138196001424554,2
1.63901592491776,0.0104907043553921,0.0110853100202021,0.0135911481790444,2
1.63901592491776,0.0112209089150983,0.0118131767377236,0.0143091625616447,2
1.63901592491776,0.0148942916027248,0.0157887584267711,0.0195582971852517,2
1.63901592491776,0.0101336183562134,0.0104719525777135,0.0118977896540352,2
1.63901592491776,0.0124351308570507,0.0125665115138204,0.0131201871387786,2
1.63901592491776,0.0106469268474461,0.0107792747247742,0.0113370264935137,2
1.72972971108079,0.0106269999331445,0.0107287445474801,0.0111575254221799,2
1.72972971108079,0.0117712767240513,0.011875162558157,0.0123129671447455,2
1.72972971108079,0.0142985571763397,0.0140308195009484,0.0129024964403705,2
1.72972971108079,0.0168171442910313,0.0160950210543793,0.0130517874142027,2
1.72972971108079,0.0113846554775769,0.0112046354278134,0.0104459795038099,2
1.72972971108079,0.0129539010133087,0.0127316144947292,0.0117948355950013,2
1.13351493957635,0.0222057426914482,0.0206812142829761,0.0142564159901294,2
1.13351493957635,0.0178891721810567,0.0168940466163889,0.0127003031652887,2
1.13351493957635,0.0162639994656949,0.0155742446321066,0.0126674206905562,2
1.13351493957635,0.0137548578548248,0.0132187176003582,0.0109592693851057,2
1.13351493957635,0.015885604608798,0.0149948376362193,0.0112408911089233,2
1.13351493957635,0.0201131149439327,0.0206183264299966,0.0227474319784087,2
0.69283670831747,0.0243591490712702,0.0235812808835337,0.0203031220923582,2
0.69283670831747,0.0213521596351868,0.0223906317506242,0.0267670499513962,2
0.69283670831747,0.0211721529189648,0.0213545815015984,0.0221233876712688,2
0.69283670831747,0.0245801401757285,0.0243674293371749,0.023471005088985,2
0.69283670831747,0.0243176763360849,0.0247327411187403,0.0264819427027883,2
0.69283670831747,0.0243641115820364,0.0233793693318673,0.0192293841347262,2
2.23800077029555,0.0206469549037262,0.0196649324160861,0.0155264090753174,2
2.23800077029555,0.0257983680677316,0.0247909591399206,0.0205454500870031,2
